Datetime,Temperature,Humidity,Count,y,weekend,lag24,MA4,Diff1,Diff24,Seasonal24,Seasonal168,Active_1,Active_2
2018-06-13 03:00:00,18.5,73.0,591,290.0,0,296.0,950.0,-256.0,385.0,-822.2816486283489,-819.5013428287982,False,False
2018-06-13 04:00:00,18.7,74.0,421,416.0,0,740.0,736.75,-170.0,277.0,-587.2530027950157,-501.11642219387755,False,False
2018-06-13 05:00:00,18.6,76.0,290,657.0,0,1573.0,537.25,-131.0,-6.0,-142.65881876723805,88.42574050453517,False,False
2018-06-13 06:00:00,18.7,75.0,416,959.0,0,2495.0,429.5,126.0,-324.0,389.4566326216509,818.032387329932,False,False
2018-06-13 07:00:00,19.4,69.0,657,1111.0,0,1317.0,446.0,241.0,-916.0,-136.8037840450158,7.168300028344783,False,True
2018-06-13 08:00:00,20.7,65.0,959,1269.0,0,971.0,580.5,302.0,-1536.0,-332.36281182279356,-282.9760452097505,False,True
2018-06-13 09:00:00,22.6,59.0,1111,1478.0,0,1092.0,785.75,152.0,-206.0,-262.1983152950158,-181.608485685941,True,False
2018-06-13 10:00:00,23.0,57.0,1269,1747.0,0,1202.0,999.0,158.0,298.0,-157.2005685456068,-71.92148171768712,True,False
2018-06-13 11:00:00,24.5,51.0,1478,1834.0,0,1215.0,1204.25,209.0,386.0,-134.58753663071317,-67.54152140022671,True,False
2018-06-13 12:00:00,24.5,56.0,1747,2088.0,0,1246.0,1401.25,269.0,545.0,-126.54466946168247,-67.77515235260773,True,False
2018-06-13 13:00:00,24.9,52.0,1834,2288.0,0,1427.0,1582.0,87.0,619.0,-11.249964600571335,-8.44380314625856,True,False
2018-06-13 14:00:00,26.6,50.0,2088,2474.0,0,1714.0,1786.75,254.0,842.0,164.29951456609533,229.62911352040817,True,False
2018-06-13 15:00:00,25.5,50.0,2288,2664.0,0,2270.0,1989.25,200.0,861.0,530.206632621651,802.0110579648525,True,False
2018-06-13 16:00:00,25.8,50.0,2474,2479.0,0,3404.0,2171.0,186.0,760.0,1133.7665284549844,1882.7258397108844,True,False
2018-06-13 17:00:00,25.6,57.0,2664,2404.0,0,2873.0,2378.5,190.0,394.0,868.6627958160955,1355.8190936791384,False,True
2018-06-13 18:00:00,23.4,63.0,2479,2276.0,0,2579.0,2476.25,-185.0,-925.0,808.886320121651,1169.3453833616777,False,True
2018-06-13 19:00:00,22.8,64.0,2404,2166.0,0,2505.0,2505.25,-75.0,-469.0,759.977899982762,1046.6846690759637,False,True
2018-06-13 20:00:00,22.1,65.0,2276,1934.0,0,2309.0,2455.75,-128.0,-303.0,564.7743409549843,878.9669111394558,False,True
2018-06-13 21:00:00,21.8,67.0,2166,1394.0,0,1657.0,2331.25,-110.0,-339.0,118.2526395660953,230.8706809807255,False,False
2018-06-13 22:00:00,21.6,66.0,1934,1047.0,0,1274.0,2195.0,-232.0,-375.0,-161.33460001723805,-116.24439838435376,False,False
2018-06-13 23:00:00,21.5,62.0,1394,715.0,0,1088.0,1942.5,-540.0,-263.0,-357.16315904501585,-220.39171981292512,False,False
2018-06-14 00:00:00,21.1,69.0,1047,453.0,0,847.0,1635.25,-347.0,-227.0,-538.4791312672379,-498.0564023526077,False,False
2018-06-14 01:00:00,20.8,72.0,715,289.0,0,591.0,1272.5,-332.0,-373.0,-718.8905896005712,-693.7265412414965,False,False
2018-06-14 02:00:00,20.8,73.0,453,193.0,0,421.0,902.25,-262.0,-394.0,-849.2747041839046,-830.2002515589569,False,False
2018-06-14 03:00:00,20.8,73.0,289,154.0,0,290.0,626.0,-164.0,-302.0,-822.2816486283489,-760.5901325113379,False,False
2018-06-14 04:00:00,21.0,72.0,193,100.0,0,416.0,412.5,-96.0,-228.0,-587.2530027950157,-452.217116638322,False,False
2018-06-14 05:00:00,20.3,84.0,154,94.0,0,657.0,272.25,-39.0,-136.0,-142.65881876723805,202.7709785997732,False,False
2018-06-14 06:00:00,19.5,95.0,100,187.0,0,959.0,184.0,-54.0,-316.0,389.4566326216509,968.6276254251701,False,False
2018-06-14 07:00:00,19.4,97.0,94,175.0,0,1111.0,135.25,-6.0,-563.0,-136.8037840450158,57.53089923469392,False,True
2018-06-14 08:00:00,18.9,97.0,187,532.0,0,1269.0,133.75,93.0,-772.0,-332.36281182279356,-273.89072774943304,False,True
2018-06-14 09:00:00,19.1,96.0,175,735.0,0,1478.0,139.0,-12.0,-936.0,-262.1983152950158,-216.91255314625846,True,False
2018-06-14 10:00:00,19.7,94.0,532,945.0,0,1747.0,247.0,357.0,-737.0,-157.2005685456068,-36.0918190192743,True,False
2018-06-14 11:00:00,20.5,79.0,735,1056.0,0,1834.0,407.25,203.0,-743.0,-134.58753663071317,-95.41443806689333,True,False
2018-06-14 12:00:00,21.2,75.0,945,1153.0,0,2088.0,596.75,210.0,-802.0,-126.54466946168247,-116.17743409863938,True,False
2018-06-14 13:00:00,22.8,67.0,1056,1292.0,0,2288.0,817.0,111.0,-778.0,-11.249964600571335,19.13853812358291,True,False
2018-06-14 14:00:00,23.8,62.0,1153,1550.0,0,2474.0,972.25,97.0,-935.0,164.29951456609533,90.64548256802728,True,False
2018-06-14 15:00:00,24.6,57.0,1292,1934.0,0,2664.0,1111.5,139.0,-996.0,530.206632621651,390.6623476473923,True,False
2018-06-14 16:00:00,25.0,56.0,1550,2962.0,0,2479.0,1262.75,258.0,-924.0,1133.7665284549844,1427.246177012472,True,False
2018-06-14 17:00:00,24.6,57.0,1934,1856.0,0,2404.0,1482.25,384.0,-730.0,868.6627958160955,969.515522250567,False,True
2018-06-14 18:00:00,24.0,61.0,2962,1557.0,0,2276.0,1934.5,1028.0,483.0,808.886320121651,823.9490539965988,False,True
2018-06-14 19:00:00,23.6,63.0,1856,1807.0,0,2166.0,2075.5,-1106.0,-548.0,759.977899982762,851.6831809807255,False,True
2018-06-14 20:00:00,22.6,74.0,1557,1737.0,0,1934.0,2077.25,-299.0,-719.0,564.7743409549843,709.5194905045352,False,True
2018-06-14 21:00:00,22.2,72.0,1807,1295.0,0,1394.0,2045.5,250.0,-359.0,118.2526395660953,191.77544288548756,False,False
2018-06-14 22:00:00,21.8,72.0,1737,986.0,0,1047.0,1739.25,-70.0,-197.0,-161.33460001723805,-155.5395372732427,False,False
2018-06-14 23:00:00,21.6,68.0,1295,717.0,0,715.0,1599.0,-442.0,-99.0,-357.16315904501585,-364.09608489229043,False,False
2018-06-15 00:00:00,21.0,70.0,986,403.0,0,453.0,1456.25,-309.0,-61.0,-538.4791312672379,-596.3907277494333,False,False
2018-06-15 01:00:00,20.6,65.0,717,154.0,0,289.0,1183.75,-269.0,2.0,-718.8905896005712,-773.107989654195,False,False
2018-06-15 02:00:00,20.1,67.0,403,72.0,0,193.0,850.25,-314.0,-50.0,-849.2747041839046,-899.0638428287982,False,False
2018-06-15 03:00:00,18.8,93.0,154,161.0,0,154.0,565.0,-249.0,-135.0,-822.2816486283489,-844.6863626700681,False,False
2018-06-15 04:00:00,18.0,93.0,72,609.0,0,100.0,336.5,-82.0,-121.0,-587.2530027950157,-492.0578904478459,False,False
2018-06-15 05:00:00,17.4,86.0,161,1467.0,0,94.0,197.5,89.0,7.0,-142.65881876723805,209.04081986961452,False,False
2018-06-15 06:00:00,17.2,83.0,609,2328.0,0,187.0,249.0,448.0,509.0,389.4566326216509,1045.0437960600905,False,False
2018-06-15 07:00:00,18.2,75.0,1467,1170.0,0,175.0,577.25,858.0,1373.0,-136.8037840450158,96.82256590136058,False,True
2018-06-15 08:00:00,18.7,71.0,2328,1004.0,0,532.0,1141.25,861.0,2141.0,-332.36281182279356,-227.30392219387758,False,True
2018-06-15 09:00:00,20.1,65.0,1170,1118.0,0,735.0,1393.5,-1158.0,995.0,-262.1983152950158,-144.3083864795918,True,False
2018-06-15 10:00:00,22.0,56.0,1004,1193.0,0,945.0,1492.25,-166.0,472.0,-157.2005685456068,-22.89221584467112,True,False
2018-06-15 11:00:00,22.9,57.0,1118,1035.0,0,1056.0,1405.0,114.0,383.0,-134.58753663071317,-63.555410289115635,True,False
2018-06-15 12:00:00,24.4,50.0,1193,1027.0,0,1153.0,1121.25,75.0,248.0,-126.54466946168247,-71.73546981292515,True,False
2018-06-15 13:00:00,25.3,48.0,1035,1461.0,0,1292.0,1087.5,-158.0,-21.0,-11.249964600571335,72.98476828231291,True,False
2018-06-15 14:00:00,26.4,43.0,1027,1726.0,0,1550.0,1093.25,-8.0,-126.0,164.29951456609533,321.7188952664399,True,False
2018-06-15 15:00:00,26.7,40.0,1461,2460.0,0,1934.0,1179.0,434.0,169.0,530.206632621651,927.8438952664399,True,False
2018-06-15 16:00:00,26.5,45.0,1726,2891.0,0,2962.0,1312.25,265.0,176.0,1133.7665284549844,1866.3721690759635,True,False
2018-06-15 17:00:00,26.1,45.0,2460,2984.0,0,1856.0,1668.5,734.0,526.0,868.6627958160955,1435.0839746315191,False,True
2018-06-15 18:00:00,25.9,44.0,2891,2441.0,0,1557.0,2134.5,431.0,-71.0,808.886320121651,1131.2640341553288,False,True
2018-06-15 19:00:00,24.3,48.0,2984,2337.0,0,1807.0,2515.25,93.0,1128.0,759.977899982762,1021.1261373299319,False,True
2018-06-15 20:00:00,22.6,51.0,2441,2155.0,0,1737.0,2694.0,-543.0,884.0,564.7743409549843,879.8324865362812,False,True
2018-06-15 21:00:00,21.4,54.0,2337,1593.0,0,1295.0,2663.25,-104.0,530.0,118.2526395660953,409.74568098072547,False,False
2018-06-15 22:00:00,20.4,54.0,2155,1217.0,0,986.0,2479.25,-182.0,418.0,-161.33460001723805,108.57653415532873,False,False
2018-06-15 23:00:00,19.6,55.0,1593,1056.0,0,717.0,2131.5,-562.0,298.0,-357.16315904501585,-61.06533092403633,False,False
2018-06-16 00:00:00,19.0,57.0,1217,764.0,1,403.0,1825.5,-376.0,231.0,-538.4791312672379,-330.0077912414967,False,False
2018-06-16 01:00:00,18.4,59.0,1056,518.0,1,154.0,1505.25,-161.0,339.0,-718.8905896005712,-565.701739654195,False,False
2018-06-16 02:00:00,17.9,60.0,764,317.0,1,72.0,1157.5,-292.0,361.0,-849.2747041839046,-763.421977749433,False,False
2018-06-16 03:00:00,17.4,61.0,518,277.0,1,161.0,888.75,-246.0,364.0,-822.2816486283489,-823.3361642573694,False,False
2018-06-16 04:00:00,16.9,63.0,317,381.0,1,609.0,663.75,-201.0,245.0,-587.2530027950157,-731.139239654195,False,False
2018-06-16 05:00:00,16.6,65.0,277,583.0,1,1467.0,469.0,-40.0,116.0,-142.65881876723805,-558.9760452097505,False,False
2018-06-16 06:00:00,16.3,66.0,381,892.0,1,2328.0,373.25,104.0,-228.0,389.4566326216509,-271.15759282879804,False,False
2018-06-16 07:00:00,17.0,60.0,583,1144.0,1,1170.0,389.5,202.0,-884.0,-136.8037840450158,-147.98745393990924,False,True
2018-06-16 08:00:00,18.7,57.0,892,1166.0,1,1004.0,533.25,309.0,-1436.0,-332.36281182279356,-131.25431901927433,False,True
2018-06-16 09:00:00,20.4,54.0,1144,1330.0,1,1118.0,750.0,252.0,-26.0,-262.1983152950158,-71.09162060657587,True,False
2018-06-16 10:00:00,21.8,46.0,1166,1525.0,1,1193.0,946.25,22.0,162.0,-157.2005685456068,42.47137542517011,True,False
2018-06-16 11:00:00,23.4,46.0,1330,1704.0,1,1035.0,1133.0,164.0,212.0,-134.58753663071317,155.483776218821,True,False
2018-06-16 12:00:00,24.8,43.0,1525,1783.0,1,1027.0,1291.25,195.0,332.0,-126.54466946168247,168.8359587585036,True,False
2018-06-16 13:00:00,26.2,37.0,1704,1861.0,1,1461.0,1431.25,179.0,669.0,-11.249964600571335,264.139530187075,True,False
2018-06-16 14:00:00,27.1,40.0,1783,1991.0,1,1726.0,1585.5,79.0,756.0,164.29951456609533,395.37415320294787,True,False
2018-06-16 15:00:00,27.8,41.0,1861,2383.0,1,2460.0,1718.25,78.0,400.0,530.206632621651,607.1400262188209,True,False
2018-06-16 16:00:00,28.3,41.0,1991,2451.0,1,2891.0,1834.75,130.0,265.0,1133.7665284549844,580.0160182823131,True,False
2018-06-16 17:00:00,28.4,43.0,2383,2475.0,1,2984.0,2004.5,392.0,-77.0,868.6627958160955,702.8081809807258,False,True
2018-06-16 18:00:00,28.0,46.0,2451,2497.0,1,2441.0,2171.5,68.0,-440.0,808.886320121651,807.2565936791383,False,True
2018-06-16 19:00:00,27.2,48.0,2475,2435.0,1,2337.0,2325.0,24.0,-509.0,759.977899982762,831.0175063775508,False,True
2018-06-16 20:00:00,25.0,60.0,2497,1995.0,1,2155.0,2451.5,22.0,56.0,564.7743409549843,603.5259389172335,False,True
2018-06-16 21:00:00,23.7,64.0,2435,1615.0,1,1593.0,2464.5,-62.0,98.0,118.2526395660953,219.67177225056676,False,False
2018-06-16 22:00:00,22.8,69.0,1995,1394.0,1,1217.0,2350.5,-440.0,-160.0,-161.33460001723805,-7.992414257369722,False,False
2018-06-16 23:00:00,22.1,73.0,1615,929.0,1,1056.0,2135.5,-380.0,22.0,-357.16315904501585,-298.16354520975074,False,False
2018-06-17 00:00:00,21.5,76.0,1394,755.0,1,764.0,1859.75,-221.0,177.0,-538.4791312672379,-353.31384282879816,False,False
2018-06-17 01:00:00,20.9,79.0,929,491.0,1,518.0,1483.25,-465.0,-127.0,-718.8905896005712,-621.5712833049887,False,False
2018-06-17 02:00:00,20.5,76.0,755,304.0,1,317.0,1173.25,-174.0,-9.0,-849.2747041839046,-823.0812039399094,False,False
2018-06-17 03:00:00,19.9,80.0,491,238.0,1,277.0,892.25,-264.0,-27.0,-822.2816486283489,-882.8842793367347,False,False
2018-06-17 04:00:00,19.4,82.0,304,324.0,1,381.0,619.75,-187.0,-13.0,-587.2530027950157,-844.2319975907029,False,False
2018-06-17 05:00:00,19.0,85.0,238,475.0,1,583.0,447.0,-66.0,-39.0,-142.65881876723805,-751.6863626700681,False,False
2018-06-17 06:00:00,18.9,83.0,324,715.0,1,892.0,339.25,86.0,-57.0,389.4566326216509,-579.8361642573695,False,False
2018-06-17 07:00:00,19.6,75.0,475,944.0,1,1144.0,335.25,151.0,-108.0,-136.8037840450158,-471.9909261621315,False,True
2018-06-17 08:00:00,21.1,70.0,715,953.0,1,1166.0,438.0,240.0,-177.0,-332.36281182279356,-454.3986642573697,False,True
2018-06-17 09:00:00,22.5,66.0,944,1146.0,1,1330.0,614.5,229.0,-200.0,-262.1983152950158,-375.5970769557823,True,False
2018-06-17 10:00:00,23.0,66.0,953,1422.0,1,1525.0,771.75,9.0,-213.0,-157.2005685456068,-245.15808886054424,True,False
2018-06-17 11:00:00,23.6,63.0,1146,1563.0,1,1704.0,939.5,193.0,-184.0,-134.58753663071317,-177.9393388605442,True,False
2018-06-17 12:00:00,24.8,56.0,1422,1709.0,1,1783.0,1116.25,276.0,-103.0,-126.54466946168247,-142.12981505102047,True,False
2018-06-17 13:00:00,25.7,52.0,1563,1979.0,1,1861.0,1271.0,141.0,-141.0,-11.249964600571335,-5.018207908163339,True,False
2018-06-17 14:00:00,26.8,44.0,1709,2235.0,1,1991.0,1460.0,146.0,-74.0,164.29951456609533,194.75312145691615,True,False
2018-06-17 15:00:00,27.3,51.0,1979,2330.0,1,2383.0,1668.25,270.0,118.0,530.206632621651,340.31512542517,True,False
2018-06-17 16:00:00,26.6,51.0,2235,2474.0,1,2451.0,1871.5,256.0,244.0,1133.7665284549844,511.15738732993213,True,False
2018-06-17 17:00:00,25.6,58.0,2330,2481.0,1,2475.0,2063.25,95.0,-53.0,868.6627958160955,639.0388357426303,False,True
2018-06-17 18:00:00,25.0,59.0,2474,2429.0,1,2497.0,2254.5,144.0,23.0,808.886320121651,727.6911174886621,False,True
2018-06-17 19:00:00,24.2,62.0,2481,2055.0,1,2435.0,2380.0,7.0,6.0,759.977899982762,550.4872484410432,False,True
2018-06-17 20:00:00,23.1,67.0,2429,1819.0,1,1995.0,2428.5,-52.0,-68.0,564.7743409549843,289.37266510770985,False,True
2018-06-17 21:00:00,22.7,66.0,2055,1323.0,1,1615.0,2359.75,-374.0,-380.0,118.2526395660953,-84.62287060657597,False,False
2018-06-17 22:00:00,22.2,70.0,1819,917.0,1,1394.0,2196.0,-236.0,-176.0,-161.33460001723805,-373.2250531462585,False,False
2018-06-17 23:00:00,21.7,74.0,1323,547.0,1,929.0,1906.5,-496.0,-292.0,-357.16315904501585,-635.3416206065759,False,False
2018-06-18 00:00:00,21.3,74.0,917,436.0,0,755.0,1528.5,-406.0,-477.0,-538.4791312672379,-741.4075928287982,False,False
2018-06-18 01:00:00,21.0,74.0,547,202.0,0,491.0,1151.5,-370.0,-382.0,-718.8905896005712,-878.7622555272109,False,False
2018-06-18 02:00:00,20.7,76.0,436,164.0,0,304.0,805.75,-111.0,-319.0,-849.2747041839046,-924.1928110827664,False,False
2018-06-18 03:00:00,20.5,77.0,202,383.0,0,238.0,525.5,-234.0,-289.0,-822.2816486283489,-811.6124539399092,False,False
2018-06-18 04:00:00,20.2,78.0,164,779.0,0,324.0,337.25,-38.0,-140.0,-587.2530027950157,-517.5494579081632,False,False
2018-06-18 05:00:00,20.0,80.0,383,1590.0,0,475.0,296.25,219.0,145.0,-142.65881876723805,-29.489438066893364,False,False
2018-06-18 06:00:00,20.0,78.0,779,2357.0,0,715.0,382.0,396.0,455.0,389.4566326216509,455.99320082199546,False,False
2018-06-18 07:00:00,20.6,76.0,1590,1263.0,0,944.0,729.0,811.0,1115.0,-136.8037840450158,-215.48596584467126,False,True
2018-06-18 08:00:00,22.7,65.0,2357,822.0,0,953.0,1277.25,767.0,1642.0,-332.36281182279356,-548.8356682256234,False,True
2018-06-18 09:00:00,24.7,59.0,1263,915.0,0,1146.0,1497.25,-1094.0,319.0,-262.1983152950158,-504.9775333049886,True,False
2018-06-18 10:00:00,26.1,53.0,822,988.0,0,1422.0,1508.0,-441.0,-131.0,-157.2005685456068,-476.7617594954648,True,False
2018-06-18 11:00:00,27.3,45.0,915,938.0,0,1563.0,1339.25,93.0,-231.0,-134.58753663071317,-453.5717793367348,True,False
2018-06-18 12:00:00,28.4,45.0,988,997.0,0,1709.0,997.0,73.0,-434.0,-126.54466946168247,-447.6531285430838,True,False
2018-06-18 13:00:00,29.4,42.0,938,1177.0,0,1979.0,915.75,-50.0,-625.0,-11.249964600571335,-338.1605690192743,True,False
2018-06-18 14:00:00,29.8,36.0,997,1401.0,0,2235.0,959.5,59.0,-712.0,164.29951456609533,-176.6739618764171,True,False
2018-06-18 15:00:00,30.5,34.0,1177,2040.0,0,2330.0,1025.0,180.0,-802.0,530.206632621651,199.0204825680274,True,False
2018-06-18 16:00:00,30.5,34.0,1401,746.0,0,2474.0,1128.25,224.0,-834.0,1133.7665284549844,573.7684984410432,True,False
2018-06-18 17:00:00,29.5,36.0,2040,1557.0,0,2481.0,1403.75,639.0,-290.0,868.6627958160955,395.75956986961455,False,True
2018-06-18 18:00:00,29.2,35.0,746,2515.0,0,2429.0,1341.0,-1294.0,-1728.0,808.886320121651,490.38308177437654,False,True
2018-06-18 19:00:00,28.1,38.0,1557,1702.0,0,2055.0,1436.0,811.0,-924.0,759.977899982762,321.280403202948,False,True
2018-06-18 20:00:00,25.7,43.0,2515,1373.0,0,1819.0,1714.5,958.0,86.0,564.7743409549843,109.57851828231314,False,True
2018-06-18 21:00:00,23.8,48.0,1702,1732.0,0,1323.0,1630.0,-813.0,-353.0,118.2526395660953,-120.82624362244894,False,False
2018-06-18 22:00:00,22.9,56.0,1373,1055.0,0,917.0,1786.75,-329.0,-446.0,-161.33460001723805,-363.1744579081633,False,False
2018-06-18 23:00:00,22.3,59.0,1732,766.0,0,547.0,1830.5,359.0,409.0,-357.16315904501585,-522.7473745748299,False,False
2018-06-19 00:00:00,21.5,63.0,1055,527.0,0,436.0,1465.5,-677.0,138.0,-538.4791312672379,-677.1332872732427,False,False
2018-06-19 01:00:00,20.9,66.0,766,369.0,0,202.0,1231.5,-289.0,219.0,-718.8905896005712,-789.5355690192745,False,False
2018-06-19 02:00:00,20.2,71.0,527,268.0,0,164.0,1020.0,-239.0,91.0,-849.2747041839046,-899.1218785430839,False,False
2018-06-19 03:00:00,19.9,69.0,369,317.0,0,383.0,679.25,-158.0,167.0,-822.2816486283489,-847.3004499716554,False,False
2018-06-19 04:00:00,19.7,73.0,268,746.0,0,779.0,482.5,-101.0,104.0,-587.2530027950157,-535.5350729875283,False,False
2018-06-19 05:00:00,19.4,77.0,317,1616.0,0,1590.0,370.25,49.0,-66.0,-142.65881876723805,40.14101828231284,False,False
2018-06-19 06:00:00,19.1,75.0,746,2430.0,0,2357.0,425.0,429.0,-33.0,389.4566326216509,651.0671095521542,False,False
2018-06-19 07:00:00,19.9,72.0,1616,1381.0,0,1263.0,736.75,870.0,26.0,-136.8037840450158,-154.10650155895692,False,True
2018-06-19 08:00:00,21.1,66.0,2430,937.0,0,822.0,1277.25,814.0,73.0,-332.36281182279356,-438.8932079081633,False,True
2018-06-19 09:00:00,22.4,62.0,1381,1014.0,0,915.0,1543.25,-1049.0,118.0,-262.1983152950158,-372.36791028911574,True,False
2018-06-19 10:00:00,23.7,56.0,937,1224.0,0,988.0,1591.0,-444.0,115.0,-157.2005685456068,-300.38576743197297,True,False
2018-06-19 11:00:00,24.6,53.0,1014,1230.0,0,938.0,1440.5,77.0,99.0,-134.58753663071317,-285.8510452097507,True,False
2018-06-19 12:00:00,25.8,48.0,1224,1258.0,0,997.0,1139.0,210.0,236.0,-126.54466946168247,-270.8743587018141,True,False
2018-06-19 13:00:00,26.6,46.0,1230,1363.0,0,1177.0,1101.25,6.0,292.0,-11.249964600571335,-201.29251346371893,True,False
2018-06-19 14:00:00,27.2,44.0,1258,1700.0,0,1401.0,1181.5,28.0,261.0,164.29951456609533,-7.942315051020525,True,False
2018-06-19 15:00:00,26.7,42.0,1363,2328.0,0,2040.0,1268.75,105.0,186.0,530.206632621651,371.39399447278896,True,False
2018-06-19 16:00:00,26.1,46.0,1700,3556.0,0,746.0,1387.75,337.0,299.0,1133.7665284549844,1154.2754428854873,True,False
2018-06-19 17:00:00,25.1,51.0,2328,2809.0,0,1557.0,1662.25,628.0,288.0,868.6627958160955,702.0527246315193,False,True
2018-06-19 18:00:00,24.1,57.0,3556,2525.0,0,2515.0,2236.75,1228.0,2810.0,808.886320121651,592.2714746315193,False,True
2018-06-19 19:00:00,23.3,59.0,2809,2378.0,0,1702.0,2598.25,-747.0,1252.0,759.977899982762,659.8146293934241,False,True
2018-06-19 20:00:00,22.4,62.0,2525,2096.0,0,1373.0,2804.5,-284.0,10.0,564.7743409549843,448.63655399659865,False,True
2018-06-19 21:00:00,21.6,66.0,2378,1456.0,0,1732.0,2817.0,-147.0,676.0,118.2526395660953,-32.7434063208616,False,False
2018-06-19 22:00:00,20.8,71.0,2096,1030.0,0,1055.0,2452.0,-282.0,723.0,-161.33460001723805,-295.93437854308377,False,False
2018-06-19 23:00:00,20.1,73.0,1456,803.0,0,766.0,2113.75,-640.0,-276.0,-357.16315904501585,-484.1804102891155,False,False
2018-06-20 00:00:00,19.7,71.0,1030,576.0,0,527.0,1740.0,-426.0,-25.0,-538.4791312672379,-650.3073944160998,False,False
2018-06-20 01:00:00,19.6,73.0,803,340.0,0,369.0,1346.25,-227.0,37.0,-718.8905896005712,-786.7210848922903,False,False
2018-06-20 02:00:00,19.6,78.0,576,249.0,0,268.0,966.25,-227.0,49.0,-849.2747041839046,-883.2260452097505,False,False
2018-06-20 03:00:00,19.4,79.0,340,336.0,0,317.0,687.25,-236.0,-29.0,-822.2816486283489,-819.5013428287982,False,False
2018-06-20 04:00:00,19.1,82.0,249,714.0,0,746.0,492.0,-91.0,-19.0,-587.2530027950157,-501.11642219387755,False,False
2018-06-20 05:00:00,19.1,83.0,336,1629.0,0,1616.0,375.25,87.0,19.0,-142.65881876723805,88.42574050453517,False,False
